ISBN,title,desc,price,publisher_id,published_year,image
0821750410,Warrior Moon,"Vanessa is en route to a Denver convent when she leaves the wagon train to bathe in the river. There she discovers a wounded Kiowa brave -- the powerful warrior she will heal, fear and love more than life itself. Across the plains and prairies where Kiowa, Comanche and the U.S. Cavalry battle for land, Vanessa and Lone Wolf will risk everything for their future together.",45,244,1995,https://pictures.abebooks.com/isbn/9780821750414-us.jpg
0307001164,101 Dalmatians,"Pongo and Perdita are the proud parents of fifteen Dalmation puppies. When the evil Cruella de Vil steals Dalmation puppies from all over the countryside, their litter is taken as well. Pongo and Perdita enlist the help of other animals to track down and save the puppies only to find that their family has now grown to include 101 Dalmations.",30,245,1996,https://images-na.ssl-images-amazon.com/images/P/0307001164.01.LZZZZZZZ.jpg
0440441501,In the Dinosaur's Paw (Kids of the Polk Street School),"Its the first day back to school after winter vacation, and Richard Best is off to a bad start. Who ever heard of a January without any snow? And as usual, he has already forgotten something--the ruler Ms. Rooney had told him to bring for dinosaur day. Luckily Richard finds a ruler in his desk--with a dinosaurs initials--and hes sure the ruler is special. And then he finds out it has magic powers.All his wishes begin to come true: Snow stars falling, he remembers to do his homework, and the bully Drake Evans gets sick. But now with Drake sick in bed, Richard begins to worry. His only hope is the magic ruler--but its gone.What will help him?",35,246,1987,https://images-na.ssl-images-amazon.com/images/P/0440441501.01.LZZZZZZZ.jpg
0439061644,"The First Journey (Animorphs. Alternamorphs, 1)",What would you do if you had the chance to become an Animorph? To hang out and battle the Yeerks with Jake and the crew? Now Animorphs fans can get in on the action in this choose-your-own adventure type book!.,50,247,1999,https://images-na.ssl-images-amazon.com/images/P/0439061644.01.LZZZZZZZ.jpg
0439569842,How Do Dinosaurs Learn to Read,"This extremely little short book (only 6 pages!!!) is written in the same style as Jane Yolen & Mark Teagues other dinosaur book collaborations together, such as HOW DO DINOSAURS SAY GOOD NIGHT? and HOW DO DINOSAURS GET WELL SOON? The book was created as a promotional item to teach kids to have good reading habits and to respect books. The illustrations are lively and the rhyming text delivers the message well. As short as it is, this could be one book that parents might not mind reading over and over.- Amazon reviewer tvtv3",55,248,2003,https://images-na.ssl-images-amazon.com/images/P/0439569842.01.LZZZZZZZ.jpg
0307118703,My First Book about Space (Golden Look-Look Books (Paperback)),"Answers such astronomical questions as Why dont we fall off the earth?, Can anybody go near the sun?, Do stars shine forever?, and Are there any space creatures?",25,249,1997,https://pictures.abebooks.com/isbn/9780307118707-us.jpg
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,"When two Silicon Valley entrepreneurs launched MoveOn.org in 1998, they had no idea that they would be hailed as powerful and influential political activists or grow their online advocacy group to 2 million members in just a few years. Their simple missionfueled by passion for a more open and democratic nation, topnotch and timely information, and the financial support of concerned individuals and organizationswas to jumpstart broad civic dialogue and enable ordinary citizens to effectively voice their political concerns. In the spirit of simplicity and empowering the citizen, this book is an essential how to for becoming politically informed and involved. In this handbook for change, MoveOn members from around the country have written about what it means to be a responsible member of a democracywhat they have done in the past and what they are now doing to help make the United States more accountable, forward thinking, and a better place to live. The 50 Ways range from simple ideas, such as Tell a Friend about a Petition to more dynamic suggestions, such as Organize a Constituent Meeting, and the editors at MoveOn provided action items and resources for those who want to take inspiration a step further.",60,250,2004,https://images-na.ssl-images-amazon.com/images/P/193072229X.01.LZZZZZZZ.jpg
0312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Out of the Deep I Cry (Clare Fergusson/Russ Van Alstyne Mysteries),30,251,2004,https://images-na.ssl-images-amazon.com/images/P/0312312628.01.LZZZZZZZ.jpg
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),"Clare Fergusson, St. Albans new priest, fits like a square peg in the conservative Episcopal parish at Millers Kill, New York. She is not just a lady, shes a tough ex-Army chopper pilot and nobodys fool. Then a newborn infant left at the church door brings her together with the towns Police Chief, Russ Van Alstyne, whos also ex-Army and a cynical good shepherd for the stray sheep of his hometown. Their search for the babys mother quickly leads them into the secrets that shadow Millers Kill like the ever-present Adirondacks. What they discover is a world of trouble, an attraction to each other--and murder...",75,251,2003,https://images-na.ssl-images-amazon.com/images/P/0312986769.01.LZZZZZZZ.jpg
0312977905,To Catch a Cat,"Eleven-year-old Robin wants to join a popular gang at school. Theyll accept him, though only if he kidnaps the prize-winning cat of old Mrs. Nordling first.But when Robin sneaks into the Nordlings house in the dark of night, he gets more than just a schoolyard thrill. An argument, strange sounds, a womans cry, and the cat--hurled out of a room--are all Robin needs to grab the frisky kitty and get packing. Then Mr. Nordling, covered in his wifes blood, lurches out into the hallway, and Robin runs for his life...feline prize in hand.A brutal crime has been committed. Mr. Nordling knows someone besides the cat witnessed it, and he will stop at nothing to learn who it was. But Robin, the cat--and an extremely nosy neighbor--have other ideas...",45,251,2002,https://images-na.ssl-images-amazon.com/images/P/0312977905.01.LZZZZZZZ.jpg
0590021117,Little House On the Prairie,"A family travels from the big woods of Wisconsin to a new home on the prairie, where they build a house, meet neighboring Indians, build a well, and fight a fire. Includes a detailed account of how the novel was written and published. A must-have for any Laura Ingalls Wilder/Little House on the Prairie fan. Color illustrations throughout.",25,252,1989,https://pictures.abebooks.com/isbn/9780590021111-us.jpg
0807565288,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",The Boxcar Children are going to help out at the Pretty Bird Pet Shop. They are thrilled to have the chance to work with the animals there. But things arent going smoothly. The Aldens deliveries of pet supplies keep getting mixed up.,80,253,1996,https://images-na.ssl-images-amazon.com/images/P/0807565288.01.LZZZZZZZ.jpg
0767912918,Passing for Thin : Losing Half My Weight and Finding My Self,"In a candid memoir, the author details her lifelong battle with obesity, until, at the age of forty-two, she lost 188 pounds, and her struggle to come to terms with her new life and identity and learn how to enjoy the freedom and pleasure her new body has given to her.",70,254,2004,https://images-na.ssl-images-amazon.com/images/P/0767912918.01.LZZZZZZZ.jpg
0767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,"Who was the real Nicholas Flamel? How did the Sorcerer’s Stone get its power? Did J. K. Rowling dream up the terrifying basilisk, the seductive veela, or the vicious grindylow? And if she didn’t, who did?Millions of readers around the world have been enchanted by the magical world of wizardry, spells, and mythical beasts inhabited by Harry Potter and his friends. But what most readers don’t know is that there is a centuries-old trove of true history, folklore, and mythology behind Harry’s fantastic universe. Now, with The Sorcerer’s Companion, those without access to the Hogwarts library can school themselves in the fascinating reality behind J.K. Rowling’s world of magic. The Sorcerer’s Companion allows curious readers to look up anything magical from the Harry Potter books and discover a wealth of entertaining, unexpected information. Wands and wizards, boggarts and broomsticks, hippogriffs and herbology, all have astonishing histories rooted in legend, literature, or real-life events dating back hundreds or even thousands of years. Magic wands, like those sold in Rowling’s Diagon Alley, were once fashioned by Druid sorcerers out of their sacred yew trees. Love potions were first concocted in ancient Greece and Egypt. And books of spells and curses were highly popular during the Middle Ages. From Amulets to Zombies, you’ll also learn:• how to read tea leaves • where to find a basilisk today • how King Frederick II of Denmark financed a war with a unicorn horn • who the real Merlin was • how to safely harvest mandrake root • who wore the first invisibility cloak• how to get rid of a goblin • why owls were feared in the ancient world• the origins of our modern-day “bogeyman,” and more. A spellbinding tour of Harry’s captivating world, The Sorcerer’s Companion is a must for every Potter aficionado’s bookshelf.The Sorcerers Companion has not been prepared, approved, or licensed by any person or entity that created, published, or produced the Harry Potter books or related properties.",40,254,2001,https://images-na.ssl-images-amazon.com/images/P/0767908473.01.LZZZZZZZ.jpg
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,"Who Moved My Cheese? is a simple parable that reveals profound truths. It is an amusing and enlightening story of four characters who live in a Maze and look for Cheese to nourish them and make them happy.Two are mice named Sniff and Scurry. And two are Littlepeople - beings the size of mice who look and act a lot like people. Their names are Hem and Haw.Cheese is a metaphor for what you want to have in life - whether its a good job, a loving relationship, money, a possession, health, or spiritual peace of mind.And the Maze is where you look for what you want - the organisation you work in or the family or community you live in.In the story, the characters are faced with unexpected change. Eventually, one of them deals with it successfully, and writes what he has learned from his experience on the Maze walls.When you come to see The Handwriting on the Wall, you can discover for yourself how to deal with change, so that you can enjoy less stress and more success (however you define it) in your work and in your life.Written for all ages, the story takes less than an hour to read, but its unique insights can last for a lifetime.",75,255,1998,https://images-na.ssl-images-amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
0312206763,Stately Pursuits,"“You’re not doing very much at the moment, darling. I don’t suppose you’d care to house-sit for a while?”Thus begins the irresistible story of two fixer-uppers—an old house and a young woman—and their efforts to recapture their true luster.When Hetty Langden, freshly dumped and broken-hearted, agrees to look after her great-uncle’s long-abandoned mansion in the British countryside, she’s at something of a lifetime low. With no job, no lover, no prospects, and no particular talent for resuscitating crumbling estates, she hopes for nothing more than some good old-fashioned escape. What she finds includes a cast of quirky and ever-present neighbors, a couple of SNAGS (Sensitive New Age Guys), some very humorless bank officials, two disarming little canines, one gracious, dilapidated, romantic old house, and, just maybe, enough elbow grease to polish everything up again.A British bestseller that’s as inviting as an elegant old house full of unexplored rooms (after a good scrubbing-down, of course), “Stately Pursuits” is the funniest, smartest, and warmest read of the season.",50,256,1999,https://images-na.ssl-images-amazon.com/images/P/0312206763.01.LZZZZZZZ.jpg
0811203220,Stand Still Like the Hummingbird,"One of Henry Millers most luminous statements of his personal philosophy of life, Stand Still Like the Hummingbird, provides a symbolic title for this collection of stories and essays. Many of them have appeared only in foreign magazines while others were printed in small limited editions which have gone out of print. Millers genius for comedy is at its best in Money and How It Gets That Way -- a tongue-in-cheek parody of economics provoked by a postcard from Ezra Pound which asked if he ever thought about money. His deep concern for the role of the artist in society appears in An Open Letter to All and Sundry, and in The Angel is My Watermark he writes of his own passionate love affair with painting. The Immorality of Morality is an eloquent discussion of censorship. Some of the stories, such as First Love, are autobiographical, and there are portraits of friends, such as Patchen: Man of Anger and Light, and essays on other writers such as Walt Whitman, Thoreau, Sherwood Anderson and Ionesco.Taken together, these highly readable pieces reflect the incredible vitality and variety of interests of the writer who extended the frontiers of modern literature with Tropic of Cancer and other great books.",50,257,1962,https://images-na.ssl-images-amazon.com/images/P/0811203220.01.LZZZZZZZ.jpg
0062507249,Becoming a Man : Half a Life Story,"The critically and popularly acclaimed coming of age/coming out story from the author of Borrowed Time: An AIDS Memoir. Witty as it is anguished and as full of understanding as of anger, this is Monettes best book.--Booklist",40,258,1993,https://images-na.ssl-images-amazon.com/images/P/0062507249.01.LZZZZZZZ.jpg
0062517856,The Monk Downstairs: A Novel,"Rebecca Martin is a single mother with an apartment to rent and a sense that she has used up her illusions. I had the romantic thing with my first husband, thank you very much, she tells a hapless suitor. Im thirty-eight years old, and Ive got a daughter learning to read and a job I dont quite like. I dont need the violin music. But when the new tenant in her in-law apartment turns out to be Michael Christopher, on the lam after twenty years in a monastery and smack dab in the middle of a dark night of the soul, Rebecca begins to suspect that she is not as thoroughly disillusioned as she had thought.Her daughter, Mary Martha, is delighted with the new arrival, as is Rebeccas mother, Phoebe, a rollicking widow making a new life for herself among the spiritual eccentrics of the coastal town of Bolinas. Even Rebeccas best friend, Bonnie, once a confirmed cynic in matters of the heart, urges Rebecca on. But none of them, Rebecca feels, understands how complicated and dangerous love actually is.As her unlikely friendship with the ex-monk grows toward something deeper, and Michael wrestles with his despair while adjusting to a second career flipping hamburgers at McDonalds, Rebecca struggles with her own temptation to hope. But it is not until she is brought up short by the realities of life and death that she begins to glimpse the real mystery of love, and the unfathomable depths of faith.Beautifully written and playfully engaging, this novel. is about one man wrestling with his yearning for a life of contemplation and the need for a life of action in the world. But its Rebeccas spirit, as well as her relationships with Mary Martha, Phoebe, her irresponsible surfer ex-husband Rory -- and, of course, the monk downstairs -- that makes this story shine.",70,258,2002,https://images-na.ssl-images-amazon.com/images/P/0062517856.01.LZZZZZZZ.jpg
1576737357,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),"In the fictional Diary of a Teenage Girl, sixteen-year-old Caitlin OConner reveals the inner workings of a girl caught between childhood and womanhood ... an empty life without Christ and a meaningful one with Him. Through Caitlins candid journal entries we see her grapple with such universal teen issues as peer pressure, loyalty, conflict with parents, the longing for a boyfriend, and her own spirituality. Readers will laugh and cry with Caitlin as she struggles toward self-discovery and understanding Gods plan for her life. And theyll be deeply moved by her surprising commitment regarding dating.Follow Caitlin OConner, a girl much like yourself, as she makes her way from New Years to the first day of summer -- surviving a challenging home life, changing friends, school pressures, an identity crisis, and the uncertainties of true love. Youll cry with Caitlin as she experiences heartache, and cheer for her as she encounters a new reality in her life: God. See how rejection by one group can -- incredibly -- sometimes lead you to discover who you really are...",35,259,2000,https://images-na.ssl-images-amazon.com/images/P/1576737357.01.LZZZZZZZ.jpg
0807070718,Rena's Promise: A Story of Sisters in Auschwitz,"Sent to Auschwitz on the first Jewish transport, Rena Kornreich survived the Nazi death camps for over three years. While there she was reunited with her sister Danka. Each day became a struggle to fulfill the promise Rena made to her mother when the family was forced to split apart--a promise to take care of her sister.One of the few Holocaust memoirs about the lives of women in the camps, Renas Promise is a compelling story of the fleeting human connections that fostered determination and made survival a possibility. From the bonds between mothers, daughters, and sisters, to the links between prisoners, and even prisoners and guards, Renas Promise reminds us of the humanity and hope that survives inordinate inhumanity.",50,260,1996,https://images-na.ssl-images-amazon.com/images/P/0807070718.01.LZZZZZZZ.jpg
0061080519,The Mist and the Magic (Harper Monogram),"THE MISTCaitlin MacBride, mistress of the beleaguered Irish stronghold Clonmuir, made a wish one evening at sunset. Send me my true love, she whispered.THE MAGICAs she watched, a man walked out of the mist that rolled in off the water. In John Wesley Hawkins, Caitlin saw a magic she thought had been lost to Ireland forever.THE MIST AND THE MAGICThough Wesley was sent by the English to seduce the lovely Caitlin and discover the secrets of Clonmuir, her beauty and fierce spirit mesmerized him. Each time he touched her, he came closer to defying those whod sent him.",35,261,1993,https://pictures.abebooks.com/isbn/9780061080517-us.jpg
0380752115,Whisper to Me of Love,"A whisper of passion... She was a raven-haired waif from the streets of London-- a wild innocent to be rescued... and tamed. A spirited beauty, she would captivate Royce Manchesters jaded heart-- while resisting the smoldering desire she felt for her virile protector.A whisper of danger... In Royces glittering world of money and privilege, young Morgana discovered the shocking secret of her true identity-- entangling the wealthy American planter in a deadly skein of aristocratic family intrigue. But grave peril would only feed the flames of a love that knew no bounds... and a glorious rapture that would not be denied.",50,261,1991,https://pictures.abebooks.com/isbn/9780380752119-us.jpg
193156146X,The Time Traveler's Wife,"Audrey Niffeneggers innovative debut, The Time Travelers Wife, is the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was sic and Henry was thirty-six, and were married when Clare was twenty-three and Henry was thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing.The Time Travelers Wife depicts the effects of time travel on Henry and Clares marriage and their passionate love for each other, as the story unfolds from both points of view. Clare and Henry attemp to live normal lives, pursuing familiar goals - steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.(front flap)",80,262,2003,https://images-na.ssl-images-amazon.com/images/P/193156146X.01.LZZZZZZZ.jpg
2253004022,Regain,,80,263,1987,https://images-na.ssl-images-amazon.com/images/P/2253004022.01.LZZZZZZZ.jpg
225300670X,A l'Ouest rien de nouveau,"«Quand nous partons, nous ne sommes que de vulgaires soldats, maussades ou de bonne humeur et, quand nous arrivons dans la zone où commence le front, nous sommes devenus des hommes-bêtes...»Témoignage dun simple soldat allemand de la guerre de 1914-1918, À louest rien de nouveau, roman pacifiste, réaliste et bouleversant, connut, dès sa parution en 1928, un succès mondial retentissant. Il reste lun des ouvrages les plus forts dans la dénonciation de la monstruosité de la guerre.",40,263,1973,https://images-na.ssl-images-amazon.com/images/P/225300670X.01.LZZZZZZZ.jpg
2253148539,Le Loup-garou,"Cette nuit-là, Denis, le paisible loup du bois de Fausses-Reposes, saperçoit avec stupeur quil sest transformé en homme. Cest une nuit de pleine lune, et il va vivre dans Paris des aventures singulières... Tout lart de Boris Vian consiste à retourner ou subvertir toutes les conventions - celles de la société, celles de la littérature -, que ce soit par lhumour, la farce ou le fantastique. Ainsi, il suffit quun mystérieux brouillard sabatte sur une ville (Lamour est aveugle) et ses habitants, dans limpossibilité de se voir ou de se reconnaître, vont libérer leurs instincts sexuels au point de ne plus vouloir jamais recouvrer la vue... Mais le jeu avec limaginaire et le réel peut aussi déboucher sur des pulsions morbides ou homicides, ainsi quon le voit dans Les Chiens, le désir et la mort, signé de Vernon Sullivan. De la gouaille à labsurde, de la féerie à la noirceur, le romancier de LEcume des jours joue ici sur toute la gamme, en treize récits brefs dédiés à limprévisible.",50,263,1999,https://images-na.ssl-images-amazon.com/images/P/2253148539.01.LZZZZZZZ.jpg
2253043974,Chronique d'une mort annoncÃ?Â©e,"Les frères Vicario ont annoncé leur intention meurtrière à tous ceux qu’ils ont rencontrés, la rumeur alertant finalement le village entier, à l’exception de Santiago Nasar. Et pourtant, à l’aube, ce matin-là, Santiago Nasar sera poignardé devant sa porte.Pourquoi le crime n’a-t-il pu être évité ? Les uns n’ont rien fait, croyant à une simple fanfaronnade d’ivrognes ; d’autres ont tenté d’agir, mais un enchevêtrement complexe de contretemps et d’imprévus – souvent joyeusement burlesques –, et aussi l’ingénuité ou la rancœur et les sentiments contradictoires d’une population vivant en vase clos dans son isolement tropical, ont permis et même facilité la volonté aveugle du destin. Chronique d’une mort annoncée est un roman hallucinant où l’humour et l’imagination du grand écrivain colombien, prix Nobel de littérature, se débrident plus que jamais pour créer une nouvelle et géniale fiction sur les thèmes éternels de l’honneur et de la fatalité.",55,263,1987,https://images-na.ssl-images-amazon.com/images/P/2253043974.01.LZZZZZZZ.jpg
2253063339,Les Fourmis,"Le temps que vous lisiez ces lignes, sept cents millions de fourmis seront nées sur la planète.Sept cents millions dindividus dans une communauté estimée à un milliard de milliards, et qui a ses villes, sa hiérarchie, ses colonies, son langage, sa production industrielle, ses esclaves, ses mercenaires... Ses armes aussi. Terriblement destructrices. Lorsquil entre dans la cave de la maison léguée par un vieil oncle entomologiste, Jonathan Wells est loin de se douter quil va à leur rencontre.A sa suite, nous allons découvrir le monde fabuleusement riche, monstrueux et fascinant de ces  infra terrestres , au fil dun thriller unique en son genre, où le suspense et lhorreur reposent à chaque page sur les données scientifiques les plus rigoureuses. Voici pour la première fois un roman dont les héros sont des... fourmis !",80,263,2002,https://images-na.ssl-images-amazon.com/images/P/2253063339.01.LZZZZZZZ.jpg
2070362388,Ravage,"De lautre côté de la Seine une coulée de quintessence enflammée atteint, dans les sous-sols de la caserne de Chaillot, ancien Trocadéro, le dépôt de munitions et le laboratoire de recherches des poudres. Une formidable explosion entrouvre la colline. Des pans de murs, des colonnes, des rochers, des tonnes de débris montent au-dessus du fleuve, retombent sur la foule agenouillée qui râle son adoration et sa peur, fendent les crânes, arrachent les membres, brisent les os. Un énorme bloc de terre et de ciment aplatit dun seul coup la moitié« des fidèles de la paroisse du Gros-Caillou. En haut de la Tour, un jet de flammes arrache lostensoir des mains du prêtre épouvanté.",35,264,1989,https://images-na.ssl-images-amazon.com/images/P/2070362388.01.LZZZZZZZ.jpg
2253007102,Les Fleurs Du Mal,"La seconde édition des Fleurs du mal, privée des six pièces condamnées en correctionnelle pour immoralité, paraît en 1861. Romantiques par la mélancolie à lombre de laquelle ils sépanouissent, parnassiens par leur culte du Beau et la rigueur de leur composition (ils sont dédiés à Théophile Gautier), ces poèmes illustrent la théorie des correspondances horizontales entre les éléments visibles et invisibles, qui sont comme de longs échos qui de loin en loin se confondent pour sélever en correspondances verticales ayant lexpansion des choses infinies. Exploration du matériau grouillant quest la vie, cette quête spirituelle conduit le poète, tiraillé entre Spleen et Idéal, à travers diverses expériences pour échapper à la dualité déchirante. Lamour, un temps envisagé, est bien vite écarté au profit de lactivité qui caractérise les Tableaux parisiens. Mais la contemplation urbaine sachève sur la vision presque hallucinatoire des brouillards matinaux. Viennent alors Le Vin et autres plaisirs artificiels, puis le vice, fleurs du mal qui noffrent que mirage et dégoût. Dans une ultime tentative pour échapper au spleen, le poète pousse un cri de Révolte blasphématoire dont les répétitions ne sont plus des échos incantatoires, mais des piétinements stériles. Reste La Mort. --Sana Tang-Léopold Wauters",70,265,1972,https://images-na.ssl-images-amazon.com/images/P/2253007102.01.LZZZZZZZ.jpg
2070417743,Chroniques martiennes,"« Jai toujours voulu voir un Martien, dit Michael. Où ils sont, ppa ? Tu avais promis. - Les voilà, dit papa. Il hissa Michael sur son épaule et pointa un doigt vers le bas. Les Martiens étaient là. Timothy se mit à frissonner. Les Martiens étaient là - dans le canal - réfléchis dans leau. Timothy, Michael, Robert, papa et maman. Les Martiens leur retournèrent leurs regards durant un long, long moment de silence dans les rides de leau...»",70,266,2002,https://images-na.ssl-images-amazon.com/images/P/2070417743.01.LZZZZZZZ.jpg
2070384349,La Faute de l'abbÃ?Â© Mouret,Hard to Find book,20,266,1991,https://images-na.ssl-images-amazon.com/images/P/2070384349.01.LZZZZZZZ.jpg
2070334368,La Guerre Des Boutons,"Cela fait des générations que les enfants de deux villages voisins, ceux de Longueverne et de Velrans, se font la guerre. Une histoire de tradition sans doute, pour une guerre qui, bien quenfantine, nen reste pas moins dun grand sérieux. Moins sanglante que celle des adultes bien sûr, mais tout aussi dangereuse pour lamour-propre de ceux qui, prisonniers, se retrouvent à la merci de leurs ennemis ! En effet, le butin de guerre des deux armées est constitué des boutons et lacets, attributs indispensables sans lesquels les malheureux tombés aux mains de lennemi se voient obligés de senfuir tout nus, et même parfois copieusement fessés ! De batailles perdues en revanches, cette guerre épique et truculente rythme la vie des enfants de ces deux villages, menée par des personnages hauts en couleur comme Lebrac, Petit Gibus, Grand Gibus, La Crique ou Camus. On ne peut sempêcher de rire à certaines des ruses inventées par ces jeunes stratèges mais aussi de sapitoyer sur le sort des pauvres victimes. Certaines des expressions sont crues comme la voulu lauteur et comme il le précise : Jai voulu faire un livre sain, qui fût à la fois gaulois, épique et rabelaisien ; un livre où coulât la sève, la vie, lenthousiasme... Aussi nai-je point craint lexpression crue, à condition quelle fût savoureuse, ni le geste leste, pourvu quil fût épique. Un classique de la littérature pour enfants pour tous ceux qui ne craindront pas de sécarter dune certaine pudeur verbale. --Xavier Marciniak",40,267,1989,https://pictures.abebooks.com/isbn/9782070334360-us.jpg
2290314951,Paroles de Poilus : Lettres et carnets du front 1914-1918,"Ils avaient dix-sept ou vingt-cinq ans.Se prénommaient Gaston, Louis, René. Ils étaient palefreniers, boulangers, colporteurs, bourgeois ou ouvriers. Ils devinrent soudainement artilleurs, fantassins, brancardiers... Voyageurs sans bagage, ils durent quitter leurs femmes et leurs enfants et revêtir luniforme mal coupé, chausser les godillots cloutés... Sur huit millions de mobilisés entre 1914 et 1918, plus de deux millions de jeunes hommes ne revirent jamais le clocher de leur village natal.Plus de quatre millions subirent de graves blessures... Huit mille personnes ont répondu à lappel de Radio France visant à collecter les lettres, jusquici éparpillées, de ces Poilus. Cet ouvrage en présente une centaine. Des mots écrits dans la boue et qui nont pas vieilli dun jour. Des mots déchirants, qui devraient inciter les générations futures au devoir de mémoire, au devoir de vigilance comme au devoir dhumanité.",70,268,2001,https://images-na.ssl-images-amazon.com/images/P/2290314951.01.LZZZZZZZ.jpg
229000510X,Une porte sur l'Ã?Â©tÃ?Â©,"Daniel B. Davis saperçoit que sa fiancée et son meilleur ami lont trahi et évincé de son usine de fabrication de robots. Il décide de fuir vers lavenir, en compagnie de son chat, Petronius le Sage, même si cela doit lobliger à quitter Ricky, une petite fille quil aime tendrement. Daniel choisit la route du « long sommeil », cest-à-dire celle de lhibernation artificielle. Mais son chat disparaît et cest seul quil affronte le bond dans le temps. Par quel miracle, trente ans plus tard, Rocky est-elle âgée de vingt ans à peine et Petronius le Sage, présent dans ce monde du futur ?",85,268,1999,https://images-na.ssl-images-amazon.com/images/P/229000510X.01.LZZZZZZZ.jpg
0609605925,Angel Falls,"A passionate new novel by the author of On Mystic Lake. While his wife is in a coma, Liam Campbell discovers the secret of her past with another man. Liam knows that by letting Julian into their lives, he could risk losing Mikayla forever, but hell do anything just to see his wife wake up and smile.",35,269,2000,https://images-na.ssl-images-amazon.com/images/P/0609605925.01.LZZZZZZZ.jpg
0380978539,"Dear Stranger, Dearest Friend","In the bestselling tradition of Beaches comes a poignant and unforgettable novel of two very different women separated by miles and experience and the extraordinary long-distance friendship that changes and illuminates their lives.Dear Stranger, Dearest FriendLara is a smart, sophisticated New Yorker who is frightened about her future. In search of answers, comfort, and advice, she goes on-line. And thats where she, meets Susan, a strong and steady, no-frills Midwesterner. No two women could be less alike. Yet from the moment they connect, it is clear that they share something deep and important, something thats nestled in the warmest corner of the heart.What begins as a chance encounter on the Internet quickly blossoms into a very special relationship. As their e-mail messages fly back and forth, Susan and Lara forge a powerful bond of trust, honesty, and understanding. And soon they are sharing their lives in full -- talking of husbands and children, dreams and desires, the daily cycle of success and setback -- and together learning to laugh uproariously over the small and large absurdities of the world. When a devastating crisis arises, they are there for each other, providing the life-affirming strength and the lightness that is needed to cope with tragedy ... and to triumph.Lara and Susan originally go on-line looking for kind words and good advice. But they find in each other the greatest gift of all: a true and forever friend.Vivid, funny, original, and profoundly moving, Laney Katz Beckers magnificent debut novel is sure to be a classic, read and reread by women everywhere, an intimate portrait of two completestrangers who become soul mates across hundreds of miles, and who discover the strength and the will to reach out and take hold of the wondrous stuff of life.",35,270,2000,https://images-na.ssl-images-amazon.com/images/P/0380978539.01.LZZZZZZZ.jpg
0679410430,Lolita (Everyman's Library (Cloth))," When it was published in 1955, Lolita immediately became a cause célèbre because of the freedom and sophistication with which it handled the unusual erotic predilections of its protagonist. But Vladimir Nabokovs wise, ironic, elegant masterpiece owes its stature as one of the twentieth centurys novels of record not to the controversy its material aroused but to its authors use of that material to tell a love story almost shocking in its beauty and tenderness.Awe and exhilaration–along with heartbreak and mordant wit–abound in this account of the aging Humbert Humberts obsessive, devouring, and doomed passion for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America, but most of all, it is a meditation on love–love as outrage and hallucination, madness and transformation. With an introduction by Martin Amis.",55,271,1993,https://images-na.ssl-images-amazon.com/images/P/0679410430.01.LZZZZZZZ.jpg
0609606727,Julie and Romeo,"A deliciously funny and wickedly sexy novel of love found (finally!) and love threatened (inevitably) by the families who claim to love us best. Romeo Cacciamani and Julie Roseman are rival florists in Boston, whose families have hated each other for as long as anyone can remember (what they cant remember is why). When these two vital, lonely people see each other across a crowded lobby at a small business owners seminar, an intense attraction blooms that neither tries to squelch. Theyre not sure what fate has in store for them, but theyre not about to let something as silly as a generations-long feud stand in the way of finding out. That is, not until Romeos octogenarian mother, Julies meddling ex-husband, and a cast of grown Cacciamani and Roseman children begin to intervene with a passionate hatred that matches their newly found love, stroke for stroke. Think Montagues and Capulets, think wise and witty and thoroughly modern. Julie and Romeo is a love story for the ages. All ages.",40,272,2000,https://pictures.abebooks.com/isbn/9780609606728-us.jpg
1570717257,Man and Boy,"A witty, often eye-dabbing, always heartwarming love story between a father and his four-year-old son. Set in London, this is the not-to-be-forgotten saga of Harry Silver, who has it all: a beautiful wife, a wonderful son, and a great job in the media. But in one night of infidelity, he throws it all away. His wife leaves to take a chance on a new life. Harry is left at home with the daunting and exhilarating task of raising his son by himself. How Harry Silver learns to love his own father, finds a new love and makes the hardest decision of his thirty-plus years provides the magic and tension of this novel.",40,273,2001,https://images-na.ssl-images-amazon.com/images/P/1570717257.01.LZZZZZZZ.jpg
